player_name,prop_type,line_value,suggestion,win_rate_3,ev_3,proj_3,win_rate_5,ev_5,proj_5,win_rate_10,ev_10,proj_10,win_rate_14,ev_14,proj_14,win_rate_28,ev_28,proj_28
Cason Wallace,RA,7.5,OVER,66.9,8.4,9.69,64.8,6.3,9.16,46.7,-11.8,7.53,34.5,-24.0,6.27,25.9,-32.5,5.53
Jared McCain,FG3M,1.5,OVER,99.4,41.3,2.33,79.4,21.2,2.0,59.5,1.3,1.7,57.4,-0.7,1.84,35.2,-23.0,1.13
Sandro Mamukelashvili,FG3M,1.5,OVER,33.5,-8.2,1.67,60.2,18.6,2.41,50.3,8.6,1.91,64.7,23.0,2.23,42.4,0.8,1.57
Immanuel Quickley,FG3M,2.5,OVER,66.9,6.3,3.02,77.6,17.0,3.01,68.2,7.6,3.29,55.8,-4.8,3.14,51.2,-9.4,2.74
Luguentz Dort,FG3M,1.5,OVER,66.6,2.5,1.67,59.8,-4.3,1.6,48.7,-15.4,1.48,57.4,-6.7,1.88,50.3,-13.8,1.83
Brandon Ingram,FG3M,1.5,OVER,66.5,2.4,2.0,59.6,-4.5,2.2,49.8,-14.3,2.01,56.8,-7.3,2.13,49.7,-14.4,1.78
Isaiah Joe,FG3M,3.5,OVER,62.0,16.6,4.01,73.5,28.0,4.37,49.2,3.8,3.52,42.6,-2.9,3.09,28.2,-17.3,2.3
Cason Wallace,FG3M,1.5,OVER,32.7,-17.3,1.3,20.6,-29.4,0.82,19.7,-30.3,1.39,27.9,-22.1,1.32,25.8,-24.2,1.22
Immanuel Quickley,AST,5.5,OVER,39.5,-13.1,5.65,43.3,-9.3,5.62,38.9,-13.8,5.1,55.8,3.2,5.93,50.1,-2.5,5.36
Cason Wallace,AST,4.5,OVER,66.3,16.5,6.31,59.6,9.8,5.59,47.4,-2.4,4.19,33.6,-16.2,3.29,17.8,-31.9,2.5
Jamal Shead,AST,4.5,OVER,37.2,-10.7,4.31,46.9,-1.0,5.04,34.7,-13.2,4.29,45.2,-2.6,4.64,58.8,10.9,5.38
Brandon Ingram,AST,3.5,OVER,67.0,15.4,4.02,60.5,9.0,4.14,48.9,-2.6,3.6,55.7,4.2,3.94,42.0,-9.5,3.29
Brandon Ingram,PTS,21.5,OVER,51.6,-0.8,22.01,50.8,-1.6,22.37,55.8,3.5,23.18,51.3,-1.0,22.51,44.7,-7.7,20.33
Immanuel Quickley,PTS,16.5,OVER,61.0,8.1,21.36,56.5,3.5,20.18,54.6,1.7,18.37,57.8,4.9,19.33,58.1,5.2,17.59
Isaiah Joe,PTS,14.5,OVER,64.4,12.1,16.73,77.5,25.1,18.02,58.9,6.6,15.04,48.5,-3.8,13.52,29.0,-23.4,9.82
Sandro Mamukelashvili,PTS,11.5,OVER,32.6,-17.7,9.64,60.3,10.0,12.71,50.3,0.0,12.4,64.6,14.3,14.54,55.8,5.5,11.71
Cason Wallace,PTS,10.5,OVER,33.5,-23.0,10.33,37.0,-19.5,9.34,57.8,1.3,12.76,44.2,-12.3,10.76,26.1,-30.4,8.09
Isaiah Hartenstein,PTS,10.5,OVER,42.6,-9.2,7.69,32.1,-19.7,8.18,30.6,-21.2,7.08,22.2,-29.6,5.21,14.3,-37.5,3.23
Luguentz Dort,PTS,9.5,OVER,64.0,12.7,10.34,44.6,-6.7,9.38,32.2,-19.0,7.78,44.5,-6.8,8.89,43.3,-8.0,8.49
Jamal Shead,PTS,6.5,OVER,33.2,-15.9,5.31,24.6,-24.4,4.99,29.2,-19.8,5.28,35.3,-13.7,5.76,45.5,-3.6,7.26
Chet Holmgren,PR,26.5,OVER,57.6,2.3,27.63,36.9,-18.3,24.52,31.4,-23.8,21.82,37.1,-18.1,23.46,43.0,-12.3,24.63
Immanuel Quickley,PR,20.5,OVER,46.9,-8.3,23.62,48.3,-7.0,22.77,55.3,0.0,22.89,60.2,5.0,24.02,57.5,2.3,21.55
Isaiah Hartenstein,PR,19.5,OVER,25.8,-26.8,12.8,23.5,-29.1,13.8,20.7,-31.9,12.82,15.0,-37.6,9.14,10.8,-41.8,5.74
Isaiah Joe,PR,17.5,OVER,82.9,27.6,21.02,88.9,33.6,21.35,63.5,8.3,18.0,51.3,-4.0,16.15,29.6,-25.6,12.11
Sandro Mamukelashvili,PR,16.5,OVER,28.8,-23.0,13.95,57.3,5.5,17.04,48.8,-3.0,16.93,63.3,11.5,20.05,54.1,2.2,17.09
Cason Wallace,PR,14.5,OVER,35.4,-20.1,13.7,37.2,-18.3,13.07,49.3,-6.2,16.06,40.1,-15.5,13.72,26.4,-29.2,11.15
Luguentz Dort,PR,12.5,OVER,47.2,-8.6,12.67,34.9,-21.0,11.79,26.9,-28.9,10.39,41.7,-14.1,12.5,42.9,-12.9,12.07
Jamal Shead,PR,8.5,OVER,34.8,-17.0,9.0,22.2,-29.6,8.06,27.7,-24.1,7.78,33.6,-18.2,8.24,42.0,-9.8,9.3
Chet Holmgren,PRA,29.5,OVER,59.9,9.1,31.04,37.7,-13.0,27.43,28.0,-22.8,23.75,33.4,-17.3,25.18,37.7,-13.0,26.23
Immanuel Quickley,PRA,26.5,OVER,43.9,-10.5,29.41,46.2,-8.1,28.38,51.4,-2.9,28.11,57.8,3.5,29.93,54.6,0.3,26.88
Cason Wallace,PRA,19.5,OVER,41.1,-12.1,20.09,41.9,-11.3,18.75,47.3,-5.9,20.26,35.4,-17.8,17.12,21.8,-31.3,13.65
Jamal Shead,PRA,12.5,OVER,37.7,-17.6,13.43,42.3,-12.9,13.11,37.4,-17.8,12.13,40.7,-14.6,12.85,50.0,-5.2,14.69
Chet Holmgren,REB,9.5,OVER,66.5,14.2,11.64,52.8,0.5,9.77,42.0,-10.3,8.17,49.5,-2.8,9.03,51.2,-1.2,9.18
R.J. Barrett,REB,5.5,OVER,49.4,-0.6,4.98,50.0,-0.1,4.62,57.4,7.5,5.21,45.4,-4.6,4.06,36.0,-14.0,3.3
Cason Wallace,REB,3.5,OVER,57.6,1.1,3.35,68.3,11.8,3.6,53.2,-3.3,3.27,45.5,-11.0,2.93,43.4,-13.1,3.03
Jared McCain,REB,2.5,OVER,95.1,37.6,3.35,95.4,38.0,3.4,48.5,-9.0,2.4,41.4,-16.1,2.0,34.9,-22.6,1.66
Jamal Shead,REB,2.5,OVER,64.5,22.8,3.64,59.3,17.6,3.01,40.1,-1.6,2.51,42.2,0.5,2.5,32.3,-9.4,2.02
Chet Holmgren,RA,11.5,OVER,67.8,13.2,15.06,53.1,-1.6,12.6,38.8,-15.8,10.01,44.4,-10.3,10.9,42.2,-12.4,10.88
Immanuel Quickley,RA,9.5,OVER,32.7,-24.2,8.01,32.1,-24.7,8.17,48.2,-8.6,9.57,60.6,3.8,10.49,52.6,-4.2,9.45
R.J. Barrett,RA,8.5,OVER,46.2,-7.0,8.36,47.4,-5.8,7.56,49.0,-4.2,8.2,39.6,-13.6,6.5,33.4,-19.7,5.18
Cason Wallace,RA,8.5,OVER,63.7,14.2,9.68,57.2,7.7,9.21,35.0,-14.5,7.54,23.7,-25.8,6.14,18.4,-31.1,5.52
Jamal Shead,RA,6.5,OVER,56.9,5.0,7.99,55.2,3.4,8.06,39.1,-12.7,6.77,49.2,-2.6,7.13,53.8,2.0,7.35
Isaiah Joe,FG3M,3.5,OVER,62.5,15.3,4.04,74.5,27.3,4.41,49.1,2.0,3.53,42.3,-4.8,3.1,27.6,-19.6,2.28
Immanuel Quickley,FG3M,2.5,OVER,66.6,6.3,3.0,76.8,16.6,2.98,67.8,7.5,3.29,56.1,-4.1,3.14,52.2,-8.0,2.75
Brandon Ingram,FG3M,1.5,OVER,67.2,3.1,2.01,60.1,-4.0,2.22,50.1,-14.0,2.0,56.6,-7.5,2.14,51.0,-13.1,1.82
Luguentz Dort,FG3M,1.5,OVER,65.7,3.6,1.66,59.1,-3.1,1.6,49.7,-12.4,1.5,57.4,-4.8,1.86,49.7,-12.4,1.8
Jared McCain,FG3M,1.5,OVER,99.4,42.6,2.33,80.0,23.2,2.01,59.9,3.1,1.7,56.1,-0.7,1.84,35.8,-21.1,1.16
Cason Wallace,FG3M,1.5,OVER,33.1,-16.9,1.33,20.2,-29.8,0.81,19.9,-30.1,1.4,28.2,-21.8,1.34,24.3,-25.7,1.2
Sandro Mamukelashvili,FG3M,1.5,OVER,33.4,-11.7,1.67,60.1,15.0,2.4,49.7,4.7,1.9,63.9,18.9,2.21,42.6,-2.4,1.57
Chet Holmgren,FG3M,0.5,OVER,67.4,-3.1,1.01,60.0,-10.5,0.8,60.4,-10.1,0.7,63.6,-6.8,0.78,64.0,-6.4,0.96
Kon Knueppel,AST,3.5,OVER,56.7,11.2,3.33,53.1,7.6,3.41,43.6,-1.9,3.19,53.2,7.7,3.65,45.0,-0.5,3.44
Josh Giddey,AST,5.5,OVER,31.4,-29.9,4.66,19.0,-42.4,2.83,9.7,-51.7,1.41,28.3,-33.1,2.75,17.6,-43.7,1.9
Nick Richards,PTS,7.5,OVER,32.4,-20.8,6.68,39.6,-13.6,7.42,29.1,-24.1,5.18,20.0,-33.2,3.61,10.6,-42.6,2.12
Patrick Williams,PTS,7.5,OVER,34.8,-19.3,7.34,45.0,-9.0,8.16,68.4,14.4,9.87,57.4,3.3,8.28,41.5,-12.5,6.7
Brandon Miller,PTS,21.5,OVER,21.8,-32.2,19.05,49.0,-5.1,22.43,40.2,-13.8,20.43,48.2,-5.9,21.54,49.4,-4.6,21.02
Guerschon Yabusele,PTS,10.5,OVER,49.8,0.3,10.33,48.4,-1.1,9.39,42.3,-7.2,7.37,30.9,-18.6,5.58,16.6,-33.0,3.97
Isaac Okoro,PTS,10.5,OVER,95.2,39.1,14.33,63.6,7.5,10.63,56.8,0.7,11.49,45.8,-10.4,10.37,35.7,-20.4,9.35
Jalen Smith,PTS,11.5,OVER,53.6,1.3,11.97,32.2,-20.2,7.16,34.5,-17.9,6.58,46.3,-6.0,8.34,44.4,-8.0,9.1
LaMelo Ball,PTS,20.5,OVER,38.6,-14.6,22.14,47.8,-5.4,21.9,46.9,-6.3,21.23,36.4,-16.8,19.55,38.5,-14.7,19.35
Kon Knueppel,PTS,18.5,OVER,67.9,18.4,25.34,62.4,12.9,22.73,62.5,13.0,22.43,46.8,-2.7,19.86,45.1,-4.4,18.36
LaMelo Ball,PR,25.5,OVER,34.3,-18.0,27.76,41.2,-11.1,26.96,42.3,-10.0,26.05,32.0,-20.4,23.93,36.5,-15.9,23.77
Isaac Okoro,PR,14.5,OVER,97.2,47.2,19.0,65.1,15.1,14.24,50.2,0.2,14.22,38.6,-11.4,12.99,33.0,-17.0,12.24
Guerschon Yabusele,PR,15.5,OVER,68.2,14.1,19.31,47.9,-6.2,15.56,36.1,-18.0,11.78,25.4,-28.7,9.25,13.0,-41.0,6.68
Kon Knueppel,PR,23.5,OVER,69.4,15.3,31.36,66.1,12.1,28.62,70.5,16.5,28.59,53.7,-0.3,25.56,52.8,-1.3,24.25
Kon Knueppel,PRA,26.5,OVER,73.4,17.3,34.68,70.0,13.9,32.02,70.5,14.3,31.61,58.0,1.8,29.33,54.4,-1.8,27.45
LaMelo Ball,PRA,33.5,OVER,34.4,-18.0,34.38,32.4,-20.0,33.05,35.0,-17.4,32.63,28.9,-23.4,30.87,32.5,-19.9,30.18
Kon Knueppel,REB,5.5,OVER,64.1,10.0,6.01,56.7,2.7,5.78,56.5,2.4,6.01,54.9,0.9,5.95,48.2,-5.9,5.68
Nick Richards,REB,6.5,OVER,34.3,-26.0,7.67,25.0,-35.3,6.56,19.6,-40.6,3.99,13.6,-46.6,2.76,10.2,-50.0,1.84
LaMelo Ball,REB,4.5,OVER,66.6,11.0,5.66,47.0,-8.6,5.04,52.7,-2.8,5.09,45.7,-9.8,4.47,48.9,-6.7,4.47
Ryan Kalkbrenner,REB,4.5,OVER,71.5,22.0,8.68,65.8,16.3,7.2,54.7,5.2,5.91,54.1,4.6,5.99,41.6,-7.9,4.14
Isaac Okoro,REB,2.5,OVER,97.7,33.2,4.67,78.4,13.9,3.57,49.3,-15.2,2.8,35.4,-29.1,2.49,52.8,-11.7,2.92
Guerschon Yabusele,REB,5.5,OVER,73.2,22.7,8.99,44.5,-6.0,6.24,30.6,-19.9,4.28,24.3,-26.2,3.73,12.6,-38.0,2.7
Kon Knueppel,RA,8.5,OVER,63.3,4.1,9.32,62.3,3.2,9.2,60.4,1.3,9.19,58.0,-1.2,9.53,57.1,-2.0,9.15
LaMelo Ball,RA,12.5,OVER,57.0,4.1,12.26,35.6,-17.3,11.02,38.0,-14.9,11.62,37.1,-15.8,11.3,32.6,-20.3,10.92
Isaac Okoro,FG3M,1.5,OVER,99.9,52.4,3.0,60.0,12.4,1.8,50.1,2.5,1.41,49.4,1.7,1.43,39.0,-8.6,1.14
LaMelo Ball,FG3M,3.5,OVER,33.0,-22.6,4.3,57.2,1.6,4.81,48.8,-6.7,4.17,48.3,-7.2,3.94,48.7,-6.8,3.9
Guerschon Yabusele,FG3M,1.5,OVER,66.8,12.7,2.01,59.6,5.6,1.8,50.0,-4.1,1.6,35.8,-18.2,1.15,24.9,-29.2,0.75
Brandon Miller,FG3M,3.5,OVER,61.4,19.0,3.31,74.5,32.1,3.79,40.6,-1.8,3.12,41.5,-0.9,3.2,37.0,-5.4,3.07
Matas Buzelis,FG3M,2.5,OVER,32.1,-10.6,1.67,57.3,14.6,2.22,57.4,14.6,2.5,56.5,13.8,2.66,46.7,4.0,2.5
Kon Knueppel,FG3M,3.5,OVER,69.9,23.2,5.02,78.4,31.6,4.78,69.0,22.3,4.55,48.4,1.7,3.74,38.7,-8.0,3.2
Jalen Smith,FG3M,1.5,OVER,66.6,17.1,2.01,39.9,-9.6,1.2,29.8,-19.8,0.89,43.0,-6.5,1.3,45.9,-3.6,1.39
Kon Knueppel,AST,3.5,OVER,56.8,10.1,3.33,53.1,6.4,3.4,44.5,-2.2,3.2,52.6,5.9,3.65,44.1,-2.6,3.41
Brandon Miller,PTS,21.5,OVER,21.6,-31.1,19.05,47.9,-4.7,22.32,40.9,-11.7,20.47,47.5,-5.1,21.5,49.1,-3.6,20.85
LaMelo Ball,PTS,20.5,OVER,38.1,-13.7,22.08,48.9,-2.9,22.09,46.4,-5.4,21.06,36.8,-15.0,19.61,39.1,-12.7,19.38
Kon Knueppel,PTS,17.5,OVER,69.9,14.6,25.36,70.8,15.6,22.94,69.0,13.7,22.45,50.5,-4.8,19.67,52.2,-3.0,18.56
Jalen Smith,PTS,11.5,OVER,54.0,0.9,12.0,33.0,-20.2,7.23,34.0,-19.2,6.47,45.9,-7.3,8.28,44.3,-8.9,9.01
Isaac Okoro,PTS,10.5,OVER,95.1,40.4,14.36,63.4,8.7,10.59,56.6,1.9,11.43,46.2,-8.4,10.43,36.7,-17.9,9.39
Guerschon Yabusele,PTS,10.5,OVER,50.0,-1.9,10.33,49.5,-2.3,9.46,42.9,-8.9,7.4,30.8,-21.0,5.57,15.7,-36.1,3.85
Patrick Williams,PTS,7.5,OVER,34.4,-20.0,7.31,45.0,-9.4,8.16,68.4,14.1,9.9,57.8,3.4,8.31,42.0,-12.4,6.75
Nick Richards,PTS,7.5,OVER,31.7,-21.8,6.66,38.6,-14.9,7.37,29.7,-23.7,5.24,20.3,-33.2,3.62,10.6,-42.9,2.15
Ryan Kalkbrenner,PTS,5.5,OVER,91.6,36.0,10.0,73.8,18.2,8.2,63.7,8.2,6.99,72.0,16.5,7.57,50.9,-4.7,5.64
LaMelo Ball,PR,24.5,OVER,34.5,-21.3,27.61,46.4,-9.5,26.99,48.9,-6.9,26.05,37.4,-18.5,24.02,41.6,-14.3,23.82
Kon Knueppel,PR,23.5,OVER,69.2,15.1,31.37,67.3,13.2,28.79,70.7,16.6,28.52,54.3,0.3,25.63,51.8,-2.2,24.09
Guerschon Yabusele,PR,16.5,OVER,67.5,17.0,19.43,43.4,-7.1,15.52,32.4,-18.1,11.81,23.9,-26.6,9.31,12.1,-38.4,6.63
Isaac Okoro,PR,13.5,OVER,99.3,43.5,19.03,72.0,16.1,14.26,57.4,1.5,14.18,45.2,-10.7,12.97,41.0,-14.9,12.33
Patrick Williams,PR,10.5,OVER,53.1,1.3,10.35,52.8,1.0,10.99,63.1,11.3,13.47,48.9,-2.9,11.12,39.7,-12.1,9.4
Ryan Kalkbrenner,PR,10.5,OVER,99.9,48.1,18.7,78.6,26.8,15.41,59.3,7.4,12.96,62.6,10.8,13.59,46.0,-5.8,9.64
LaMelo Ball,PRA,32.5,OVER,35.2,-20.1,34.48,35.3,-19.9,33.04,40.5,-14.7,32.81,34.0,-21.3,30.78,36.4,-18.8,30.06
Kon Knueppel,PRA,27.5,OVER,71.3,19.5,34.68,63.6,11.7,32.03,64.4,12.6,31.69,52.0,0.2,29.25,50.1,-1.7,27.48
Kon Knueppel,REB,5.5,OVER,63.2,10.5,5.97,57.8,5.1,5.81,56.0,3.4,6.0,55.1,2.4,5.97,47.9,-4.7,5.68
Guerschon Yabusele,REB,5.5,OVER,72.6,20.3,8.97,43.0,-9.3,6.15,32.7,-19.7,4.5,23.5,-28.9,3.67,11.9,-40.5,2.64
LaMelo Ball,REB,4.5,OVER,67.3,14.7,5.69,45.8,-6.8,4.98,53.5,0.9,5.15,44.8,-7.8,4.43,49.2,-3.5,4.51
Ryan Kalkbrenner,REB,4.5,OVER,71.9,20.1,8.7,64.8,13.0,7.18,53.9,2.1,5.9,53.2,1.4,5.97,41.4,-10.4,4.12
Isaac Okoro,REB,3.5,OVER,69.6,25.4,4.66,58.5,14.2,3.6,29.5,-14.7,2.76,21.5,-22.8,2.5,35.6,-8.7,2.94
LaMelo Ball,RA,12.5,OVER,58.4,6.8,12.36,36.0,-15.6,11.03,38.1,-13.4,11.65,35.4,-16.2,11.2,32.5,-19.0,10.89
Kon Knueppel,RA,8.5,OVER,64.0,5.9,9.33,62.7,4.5,9.21,61.3,3.2,9.2,58.8,0.6,9.6,55.6,-2.5,9.06
LaMelo Ball,FG3M,3.5,OVER,33.6,-19.1,4.35,57.0,4.4,4.81,49.5,-3.1,4.17,47.2,-5.4,3.89,47.9,-4.7,3.88
Kon Knueppel,FG3M,3.5,OVER,69.2,20.2,4.99,78.4,29.4,4.8,67.0,18.0,4.48,49.1,0.1,3.78,38.7,-10.3,3.19
Brandon Miller,FG3M,3.5,OVER,62.0,18.0,3.34,73.9,29.9,3.8,39.4,-4.7,3.1,41.4,-2.7,3.21,38.2,-5.8,3.12
Matas Buzelis,FG3M,2.5,OVER,32.7,-13.4,1.68,55.6,9.5,2.18,57.1,11.0,2.5,55.0,8.9,2.63,44.9,-1.2,2.44
Guerschon Yabusele,FG3M,1.5,OVER,66.9,8.8,2.0,60.0,1.9,1.8,50.0,-8.2,1.61,34.5,-23.7,1.12,25.9,-32.3,0.77
Jalen Smith,FG3M,1.5,OVER,66.4,12.6,2.0,40.5,-13.3,1.21,29.7,-24.1,0.88,42.8,-11.0,1.29,46.1,-7.7,1.4
Isaac Okoro,FG3M,1.5,OVER,99.9,48.2,3.0,60.2,8.4,1.8,49.7,-2.1,1.41,50.3,-1.5,1.44,39.0,-12.8,1.14
Al Horford,AST,2.5,OVER,67.0,2.9,4.0,60.0,-4.1,3.59,60.2,-3.9,3.55,49.7,-14.4,3.01,36.1,-28.0,2.31
Brandin Podziemski,AST,4.5,OVER,66.2,6.0,5.66,58.4,-1.9,5.19,51.7,-8.6,4.84,51.7,-8.5,4.99,36.8,-23.5,4.1
Gui Santos,AST,3.5,OVER,67.4,26.1,5.03,41.3,0.0,3.98,40.9,-0.4,3.73,29.1,-12.2,2.92,18.3,-23.0,2.1
Jeremiah Fears,AST,3.5,OVER,99.9,48.9,6.37,78.6,27.5,5.21,48.3,-2.7,3.46,41.3,-9.7,2.96,44.4,-6.6,3.18
Zion Williamson,AST,3.5,OVER,36.6,-20.8,4.35,41.7,-15.8,4.01,47.7,-9.8,3.99,52.1,-5.4,3.68,44.8,-12.7,3.51
Herb Jones,PTS,9.5,OVER,35.0,-19.1,9.64,23.3,-30.8,7.85,34.0,-20.1,8.78,26.8,-27.2,6.95,13.5,-40.5,3.61
Al Horford,PTS,10.5,OVER,33.3,-19.9,11.03,39.5,-13.7,10.51,43.1,-10.1,9.8,35.7,-17.5,8.62,27.0,-26.2,7.55
Bryce McGowens,PTS,9.5,OVER,87.0,37.0,11.69,71.6,21.6,10.82,35.5,-14.5,5.39,25.4,-24.6,4.25,19.8,-30.2,4.7
Gui Santos,PTS,13.5,OVER,65.4,12.5,14.39,73.2,20.3,14.81,68.0,15.0,14.77,48.8,-4.2,11.61,26.0,-26.9,7.53
Moses Moody,PTS,16.5,OVER,52.3,-4.2,17.03,54.6,-1.9,18.12,38.0,-18.5,15.62,33.7,-22.8,15.03,23.8,-32.7,12.34
Saddiq Bey,PTS,18.5,OVER,54.7,-1.8,18.65,52.0,-4.5,19.57,55.7,-0.8,20.0,60.2,3.7,20.95,38.8,-17.7,15.12
De'Anthony Melton,PTS,16.5,OVER,75.5,22.6,18.38,44.6,-8.3,13.95,36.0,-16.9,12.78,32.5,-20.4,11.95,31.4,-21.6,11.61
Brandin Podziemski,PTS,15.5,OVER,49.9,-6.6,15.05,45.6,-10.9,15.02,22.2,-34.3,11.63,23.0,-33.5,12.36,26.0,-30.5,11.98
De'Anthony Melton,PR,19.5,OVER,74.0,19.0,21.63,44.1,-10.9,16.57,35.6,-19.4,15.46,32.6,-22.4,14.6,32.4,-22.6,14.44
Herb Jones,PR,13.5,OVER,32.4,-20.5,12.68,22.4,-30.6,11.17,37.3,-15.6,12.35,27.0,-25.9,9.65,14.0,-38.9,5.08
Brandin Podziemski,PR,21.5,OVER,49.2,-6.4,24.0,38.4,-17.1,22.34,24.0,-31.5,18.22,24.2,-31.4,18.27,21.9,-33.7,17.1
Moses Moody,PR,21.5,OVER,46.3,-7.8,21.64,47.9,-6.2,22.01,34.0,-20.1,19.82,32.0,-22.1,19.54,20.4,-33.7,15.76
Al Horford,PR,16.5,OVER,33.5,-20.6,15.28,40.9,-13.2,15.83,36.4,-17.6,14.0,33.1,-20.9,13.25,25.0,-29.0,11.79
Gui Santos,PR,19.5,OVER,58.3,6.0,19.74,71.9,19.5,21.22,56.5,4.2,20.0,40.1,-12.2,15.98,20.7,-31.6,10.8
Gui Santos,PRA,22.5,OVER,63.8,10.6,24.65,74.4,21.2,25.25,58.3,5.1,23.73,41.3,-11.9,19.0,21.1,-32.1,13.12
Jeremiah Fears,PRA,19.5,OVER,85.1,30.1,25.4,71.9,17.0,22.17,40.4,-14.6,17.95,31.0,-23.9,16.68,40.2,-14.7,18.45
Al Horford,PRA,19.5,OVER,37.7,-18.5,19.49,42.7,-13.5,19.47,45.1,-11.1,17.4,37.7,-18.5,16.14,25.7,-30.5,14.07
De'Anthony Melton,PRA,22.5,OVER,73.5,21.7,25.02,44.8,-7.0,19.34,36.0,-15.8,18.0,33.6,-18.2,17.35,29.8,-22.0,16.32
Brandin Podziemski,PRA,27.5,OVER,39.7,-12.1,29.8,29.2,-22.6,27.5,22.4,-29.4,22.93,24.0,-27.9,23.33,17.8,-34.0,21.25
Zion Williamson,PRA,33.5,OVER,55.9,1.3,34.38,46.0,-8.6,33.23,36.6,-18.0,31.16,39.6,-15.1,30.55,44.0,-10.7,31.6
Herb Jones,PRA,16.5,OVER,32.2,-21.9,15.35,34.2,-19.8,15.01,45.0,-9.1,15.79,33.3,-20.7,12.65,17.0,-37.0,6.6
Moses Moody,PRA,23.5,OVER,47.2,-7.8,24.76,48.5,-6.5,24.78,34.2,-20.7,21.46,32.0,-22.9,21.16,19.1,-35.9,17.02
Derik Queen,REB,7.5,OVER,60.8,3.3,7.62,51.0,-6.5,7.22,44.0,-13.4,6.89,38.5,-19.0,6.42,47.0,-10.5,7.51
Moses Moody,REB,4.5,OVER,38.3,-9.7,4.66,25.9,-22.2,3.81,34.3,-13.8,4.19,37.5,-10.6,4.4,26.2,-21.9,3.4
De'Anthony Melton,REB,3.5,OVER,34.3,-10.7,3.33,22.7,-22.3,2.61,30.5,-14.5,2.79,23.3,-21.8,2.62,28.2,-16.8,2.81
Jeremiah Fears,REB,4.5,OVER,71.4,28.7,7.02,46.7,3.9,5.23,26.2,-16.5,4.01,24.4,-18.3,3.79,30.7,-12.0,4.01
Brandin Podziemski,REB,5.5,OVER,71.6,12.4,8.99,58.6,-0.6,7.4,58.9,-0.2,6.53,48.2,-11.0,5.91,36.5,-22.7,5.11
Zion Williamson,REB,5.5,OVER,25.2,-36.2,3.98,19.3,-42.1,4.2,43.5,-17.8,6.01,49.9,-11.5,6.46,51.3,-10.0,6.15
Gui Santos,RA,8.5,OVER,75.6,16.1,10.34,82.4,22.9,10.4,61.6,2.1,8.91,45.0,-14.5,7.32,27.4,-32.1,5.47
Brandin Podziemski,RA,10.5,OVER,66.0,6.9,14.72,46.9,-12.3,12.54,50.6,-8.5,11.35,49.7,-9.4,10.85,36.8,-22.4,9.26
Saddiq Bey,FG3M,2.5,OVER,68.2,20.5,3.35,58.7,11.1,2.79,59.3,11.7,2.81,56.6,9.0,2.8,32.3,-15.3,1.8
Brandin Podziemski,FG3M,1.5,OVER,34.0,-25.6,1.68,40.4,-19.1,1.61,29.8,-29.7,1.2,27.7,-31.9,1.12,36.5,-23.0,1.42
Al Horford,FG3M,1.5,OVER,32.9,-29.6,2.31,20.3,-42.2,1.61,30.7,-31.8,1.44,35.0,-27.5,1.37,39.9,-22.6,1.41
Gui Santos,FG3M,1.5,OVER,66.1,6.6,2.32,39.2,-20.4,1.79,60.0,0.4,2.01,42.9,-16.6,1.64,28.5,-31.1,1.15
De'Anthony Melton,FG3M,1.5,OVER,99.4,31.3,3.0,60.6,-7.5,2.04,50.1,-17.9,1.5,34.7,-33.3,1.2,38.7,-29.3,1.42
Bryce McGowens,FG3M,1.5,OVER,33.1,-8.9,1.33,60.0,17.9,1.6,29.8,-12.2,0.8,22.2,-19.8,0.59,17.8,-24.2,0.6
Moses Moody,FG3M,2.5,OVER,95.3,29.5,3.34,77.4,11.6,3.21,69.2,3.4,3.21,69.6,3.8,3.08,51.8,-14.0,2.57
Herb Jones,FG3M,1.5,OVER,33.5,-10.7,1.0,39.6,-4.7,1.0,29.5,-14.7,1.3,21.6,-22.6,1.02,10.6,-33.6,0.53
Brandin Podziemski,AST,4.5,OVER,66.3,4.6,5.66,59.8,-1.9,5.25,49.9,-11.8,4.74,52.1,-9.6,5.03,37.4,-24.4,4.09
Zion Williamson,AST,3.5,OVER,35.7,-19.0,4.31,41.1,-13.6,3.98,47.7,-6.9,3.97,52.1,-2.6,3.71,44.5,-10.2,3.49
Jeremiah Fears,AST,3.5,OVER,99.9,49.1,6.33,78.6,27.8,5.19,48.3,-2.4,3.48,41.1,-9.7,2.93,44.1,-6.7,3.16
Gui Santos,AST,3.5,OVER,66.6,23.5,4.99,42.0,-1.1,4.02,40.7,-2.4,3.73,29.2,-13.9,2.94,18.2,-25.0,2.12
Herb Jones,AST,2.5,OVER,62.7,1.0,2.67,78.3,16.6,3.82,60.1,-1.6,3.42,48.4,-13.3,2.89,24.9,-36.9,1.47
Moses Moody,AST,2.5,OVER,35.2,-7.6,2.99,39.4,-3.4,2.79,20.1,-22.6,1.61,20.8,-21.9,1.62,17.6,-25.1,1.52
Saddiq Bey,PTS,19.5,OVER,46.9,-4.2,18.68,47.9,-3.1,19.59,50.9,-0.1,19.98,55.1,4.0,20.84,34.1,-17.0,14.98
Moses Moody,PTS,16.5,OVER,52.9,-1.2,17.04,54.9,0.8,18.16,36.7,-17.3,15.49,33.2,-20.9,14.95,23.6,-30.5,12.35
Brandin Podziemski,PTS,16.5,OVER,37.1,-15.3,14.98,31.6,-20.8,15.01,15.5,-36.8,11.69,18.2,-34.2,12.34,19.8,-32.6,12.0
