player_name,prop_type,line_value,suggestion,win_rate_3,ev_3,proj_3,win_rate_5,ev_5,proj_5,win_rate_10,ev_10,proj_10,win_rate_14,ev_14,proj_14,win_rate_28,ev_28,proj_28
Ayo Dosunmu,AST,3.5,OVER,60.5,14.2,3.68,37.8,-8.5,3.0,38.6,-7.7,3.27,40.7,-5.6,3.14,52.8,6.5,3.81
Donte DiVincenzo,PTS,10.5,OVER,23.9,-26.6,7.68,20.3,-30.2,6.79,43.0,-7.5,9.84,49.4,-1.1,10.98,54.0,3.5,11.38
Jerami Grant,PTS,20.5,OVER,30.9,-22.0,15.56,18.7,-34.2,14.35,36.3,-16.6,17.8,27.5,-25.4,15.89,16.1,-36.8,9.32
Jaden McDaniels,PTS,14.5,OVER,66.8,14.4,15.75,59.3,7.0,13.46,69.9,17.6,16.31,57.6,5.2,14.52,53.8,1.5,14.61
Donovan Clingan,PTS,13.5,OVER,93.2,40.3,20.3,71.8,18.9,16.81,55.5,2.6,14.6,46.2,-6.7,13.49,41.4,-11.5,13.14
Donte DiVincenzo,PR,14.5,OVER,42.3,-7.7,12.7,32.5,-17.5,11.44,44.6,-5.4,13.88,49.7,-0.3,15.29,61.1,11.1,16.15
Toumani Camara,PR,18.5,OVER,60.6,6.5,18.28,61.7,7.7,21.19,47.8,-6.2,18.34,61.9,7.8,20.04,55.5,1.5,19.28
Anthony Edwards,PR,34.5,OVER,56.1,3.1,33.65,46.6,-6.3,32.72,55.8,2.9,35.3,46.4,-6.6,31.97,45.9,-7.0,32.12
Donovan Clingan,PR,26.5,OVER,72.0,18.8,33.58,44.8,-8.4,28.02,47.6,-5.6,26.94,47.9,-5.3,26.67,44.8,-8.4,25.69
Jerami Grant,PR,24.5,OVER,21.0,-30.8,18.27,12.6,-39.2,17.56,27.4,-24.5,20.49,20.8,-31.0,18.5,11.9,-39.9,10.89
Jaden McDaniels,PR,19.5,OVER,65.4,14.9,22.25,57.1,6.6,18.7,63.4,12.9,20.12,51.5,1.0,18.25,51.2,0.6,18.89
Ayo Dosunmu,PRA,19.5,OVER,27.8,-24.5,16.0,36.6,-15.7,17.27,40.0,-12.3,18.01,48.6,-3.8,19.63,60.7,8.3,21.19
Toumani Camara,PRA,21.5,OVER,56.0,5.0,20.28,55.8,4.8,22.75,43.6,-7.4,20.19,58.5,7.5,22.34,51.0,0.0,21.35
Donte DiVincenzo,PRA,17.5,OVER,61.7,4.9,18.35,53.6,-3.2,16.38,59.8,2.9,18.48,61.0,4.2,19.41,70.4,13.6,20.73
Anthony Edwards,PRA,38.5,OVER,51.6,0.6,35.61,46.4,-4.7,35.69,56.3,5.2,38.72,47.8,-3.3,35.36,44.8,-6.2,35.13
Jaden McDaniels,PRA,22.5,OVER,69.8,16.6,26.72,58.6,5.4,21.98,65.1,11.9,23.47,54.1,0.9,21.41,54.4,1.2,22.17
Donovan Clingan,PRA,28.5,OVER,73.5,17.9,37.73,46.8,-8.8,31.3,49.2,-6.3,30.02,48.0,-7.6,29.08,46.0,-9.6,28.22
Ayo Dosunmu,REB,3.5,OVER,33.7,-9.0,2.68,19.7,-23.0,1.99,38.8,-3.9,2.82,41.8,-0.9,3.16,40.6,-2.2,3.06
Donte DiVincenzo,REB,3.5,OVER,94.7,34.5,4.99,91.0,30.8,4.62,67.1,6.9,4.1,68.5,8.3,4.27,72.7,12.5,4.74
Scoot Henderson,REB,3.5,OVER,28.1,-16.9,1.99,33.6,-11.5,2.38,27.0,-18.0,1.69,19.8,-25.2,1.25,9.7,-35.3,0.61
Jrue Holiday,REB,4.5,OVER,59.4,9.9,5.31,71.5,22.0,5.58,45.7,-3.8,4.12,40.0,-9.5,3.88,23.7,-25.8,2.51
Anthony Edwards,REB,5.5,OVER,58.5,11.8,6.34,49.8,3.0,5.8,49.2,2.4,5.62,52.9,6.2,5.67,45.0,-1.7,4.99
Jaden McDaniels,REB,4.5,OVER,99.3,46.1,6.66,75.2,22.0,5.4,42.3,-10.9,4.11,35.7,-17.5,3.87,44.6,-8.5,4.13
Donovan Clingan,REB,12.5,OVER,53.0,-3.9,13.32,32.2,-24.6,11.21,49.4,-7.4,12.55,55.6,-1.2,13.18,48.5,-8.3,12.45
Toumani Camara,REB,5.5,OVER,66.6,15.1,6.32,59.8,8.3,5.99,49.2,-2.3,5.98,62.6,11.1,6.5,45.7,-5.8,5.46
Scoot Henderson,RA,8.5,OVER,29.3,-30.2,6.28,31.6,-27.9,6.82,25.1,-34.4,4.75,18.9,-40.6,3.52,8.7,-50.9,1.65
Jaden McDaniels,RA,7.5,OVER,89.6,30.4,10.99,67.2,8.0,8.58,44.0,-15.1,7.24,39.1,-20.0,6.9,42.3,-16.9,7.23
Jrue Holiday,RA,10.5,OVER,61.9,8.7,10.65,62.9,9.7,11.18,41.0,-12.2,8.89,36.3,-16.9,8.86,20.8,-32.4,5.62
Toumani Camara,RA,7.5,OVER,65.6,6.4,8.22,59.0,-0.1,7.76,48.9,-10.3,7.9,61.1,1.9,8.75,49.2,-10.0,7.74
Donovan Clingan,RA,15.5,OVER,53.3,2.8,17.42,31.7,-18.8,14.39,49.5,-1.0,15.25,53.6,3.1,15.63,46.5,-4.0,14.9
Donte DiVincenzo,RA,7.5,OVER,95.2,38.7,10.67,77.4,20.9,9.59,62.0,5.5,8.74,54.4,-2.1,8.48,66.2,9.7,9.42
Anthony Edwards,RA,8.5,OVER,34.6,-22.8,8.33,41.3,-16.2,8.64,55.3,-2.2,9.01,58.3,0.8,8.87,46.2,-11.3,8.06
Donte DiVincenzo,FG3M,2.5,OVER,61.3,12.3,2.32,37.2,-11.8,1.8,57.8,8.7,2.7,62.6,13.6,3.08,62.0,13.0,2.97
Jerami Grant,FG3M,2.5,OVER,32.6,-15.5,1.68,37.6,-10.4,1.8,47.9,-0.1,2.4,33.6,-14.5,1.83,20.0,-28.0,1.06
Donovan Clingan,FG3M,1.5,OVER,67.1,30.6,2.02,79.7,43.2,2.2,59.7,23.2,1.79,43.1,6.6,1.51,38.8,2.3,1.36
Ayo Dosunmu,FG3M,1.5,OVER,32.8,-18.7,0.99,59.3,7.8,1.6,49.5,-2.0,1.69,50.7,-0.9,1.6,60.9,9.4,1.87
Jrue Holiday,AST,6.5,OVER,48.0,0.6,5.35,43.2,-4.2,5.63,28.4,-19.0,4.8,30.6,-16.7,4.98,15.1,-32.3,3.04
Scoot Henderson,AST,5.5,OVER,24.5,-28.7,4.32,33.9,-19.3,4.37,27.1,-26.1,3.08,19.2,-34.0,2.2,10.0,-43.2,1.12
Ayo Dosunmu,AST,3.5,OVER,59.0,9.0,3.66,37.6,-12.4,3.0,38.6,-11.4,3.31,40.8,-9.2,3.12,52.2,2.2,3.76
Donovan Clingan,AST,2.5,OVER,65.4,17.6,4.0,57.0,9.1,3.21,58.3,10.4,2.83,41.7,-6.1,2.49,41.7,-6.2,2.4
Jerami Grant,PTS,20.5,OVER,31.4,-21.0,15.72,19.1,-33.3,14.4,35.5,-16.8,17.69,27.3,-25.0,15.9,16.4,-36.0,9.38
Jaden McDaniels,PTS,14.5,OVER,67.2,15.6,15.82,57.8,6.3,13.24,69.8,18.2,16.23,57.2,5.7,14.46,55.2,3.6,14.77
Donovan Clingan,PTS,13.5,OVER,93.4,41.5,20.29,72.0,20.2,16.84,55.0,3.1,14.52,47.0,-4.8,13.54,42.3,-9.5,13.27
Donte DiVincenzo,PTS,9.5,OVER,38.9,-16.7,7.66,36.1,-19.5,6.8,55.6,0.0,9.79,61.5,5.9,11.06,64.7,9.1,11.37
Anthony Edwards,PR,34.5,OVER,57.2,3.2,33.87,46.2,-7.9,32.77,57.6,3.5,35.53,47.4,-6.6,31.9,44.6,-9.5,31.57
Donovan Clingan,PR,26.5,OVER,72.2,20.1,33.55,44.9,-7.2,28.05,48.7,-3.4,27.12,48.0,-4.1,26.73,45.3,-6.8,25.78
Jerami Grant,PR,24.5,OVER,20.3,-33.5,18.18,13.7,-40.1,17.7,27.6,-26.2,20.44,19.9,-33.9,18.33,12.4,-41.4,10.7
Toumani Camara,PR,19.5,OVER,55.9,4.9,18.41,54.8,3.8,20.95,42.2,-8.9,18.44,56.4,5.4,20.0,49.8,-1.3,19.26
Jaden McDaniels,PR,18.5,OVER,67.8,11.9,22.41,60.1,4.2,18.84,67.2,11.3,20.31,55.5,-0.4,18.35,54.7,-1.1,18.8
Ayo Dosunmu,PR,15.5,OVER,27.3,-26.7,12.36,36.1,-18.0,14.13,43.0,-11.0,14.3,52.9,-1.2,16.76,60.6,6.5,17.28
Donte DiVincenzo,PR,14.5,OVER,42.5,-10.4,12.68,31.8,-21.2,11.31,44.9,-8.0,13.95,49.8,-3.1,15.32,60.9,8.0,16.14
Anthony Edwards,PRA,38.5,OVER,52.5,-1.6,35.88,46.4,-7.6,35.61,56.7,2.6,38.91,46.2,-7.9,35.17,45.0,-9.0,35.19
Donovan Clingan,PRA,28.5,OVER,72.9,17.9,37.46,47.0,-7.9,31.24,49.2,-5.7,29.94,48.6,-6.4,29.15,45.6,-9.3,27.95
Jaden McDaniels,PRA,22.5,OVER,69.6,18.0,26.69,59.3,7.7,21.91,65.0,13.4,23.35,53.6,2.1,21.33,53.7,2.1,22.14
Toumani Camara,PRA,21.5,OVER,56.1,2.0,20.3,56.7,2.7,22.87,44.0,-10.1,20.19,57.6,3.6,22.21,52.0,-2.0,21.51
Ayo Dosunmu,PRA,19.5,OVER,27.6,-23.7,15.97,36.5,-14.8,17.22,39.6,-11.7,17.85,48.8,-2.5,19.67,59.8,8.6,20.87
Donte DiVincenzo,PRA,18.5,OVER,57.0,1.1,18.44,48.6,-7.3,16.48,55.2,-0.7,18.56,56.3,0.4,19.48,65.1,9.2,20.72
Donovan Clingan,REB,12.5,OVER,54.3,-0.4,13.34,32.2,-22.4,11.22,48.1,-6.5,12.47,55.4,0.7,13.12,48.7,-6.0,12.52
Toumani Camara,REB,5.5,OVER,66.6,10.7,6.32,60.2,4.4,6.01,49.1,-6.7,5.96,62.1,6.2,6.47,46.6,-9.3,5.5
Anthony Edwards,REB,5.5,OVER,58.8,8.0,6.35,50.8,0.1,5.83,48.7,-2.0,5.62,52.6,1.9,5.66,43.6,-7.2,4.94
Jrue Holiday,REB,4.5,OVER,60.4,6.3,5.36,71.1,17.0,5.58,45.7,-8.4,4.12,39.1,-14.9,3.83,24.1,-29.9,2.55
Jaden McDaniels,REB,4.5,OVER,99.4,47.6,6.65,76.2,24.4,5.43,41.4,-10.4,4.07,36.1,-15.7,3.86,44.2,-7.6,4.14
Donte DiVincenzo,REB,4.5,OVER,64.0,16.2,4.99,44.8,-3.0,4.61,40.2,-7.6,4.09,42.3,-5.5,4.28,51.1,3.3,4.73
Ayo Dosunmu,REB,3.5,OVER,33.1,-15.4,2.66,19.8,-28.7,1.99,38.6,-9.9,2.81,41.0,-7.5,3.13,40.0,-8.6,3.08
Scoot Henderson,REB,3.5,OVER,28.1,-19.9,1.99,34.2,-13.8,2.4,26.7,-21.4,1.69,19.5,-28.6,1.23,9.4,-38.7,0.6
Donovan Clingan,RA,15.5,OVER,53.5,3.0,17.45,31.2,-19.3,14.36,50.1,-0.4,15.3,52.3,1.8,15.55,46.4,-4.1,14.89
Jrue Holiday,RA,10.5,OVER,61.4,4.6,10.64,62.8,6.0,11.14,41.4,-15.4,8.93,36.8,-20.0,8.92,19.9,-36.9,5.5
Anthony Edwards,RA,9.5,OVER,32.3,-16.5,8.32,39.3,-9.5,8.63,44.4,-4.4,8.93,48.9,0.1,8.86,35.2,-13.6,8.13
Scoot Henderson,RA,8.5,OVER,29.6,-28.6,6.31,30.7,-27.4,6.78,25.7,-32.4,4.86,18.4,-39.7,3.44,8.9,-49.2,1.68
Donte DiVincenzo,RA,8.5,OVER,77.4,23.4,10.69,64.6,10.5,9.62,51.6,-2.4,8.69,44.8,-9.2,8.51,55.0,0.9,9.39
Toumani Camara,RA,8.5,OVER,66.0,16.2,8.33,58.2,8.5,7.85,42.6,-7.1,7.93,51.0,1.2,8.82,38.4,-11.3,7.71
Jaden McDaniels,RA,7.5,OVER,89.8,33.9,11.04,67.9,12.0,8.6,43.3,-12.6,7.19,38.7,-17.1,6.87,43.4,-12.5,7.27
Ayo Dosunmu,RA,6.5,OVER,34.3,-22.5,6.36,20.9,-35.9,5.03,37.2,-19.6,6.11,40.1,-16.7,6.22,53.6,-3.2,6.85
Donte DiVincenzo,FG3M,2.5,OVER,61.2,8.3,2.32,38.4,-14.6,1.81,57.4,4.5,2.69,62.2,9.3,3.08,61.8,8.9,2.97
Jerami Grant,FG3M,2.5,OVER,31.5,-19.5,1.66,37.4,-13.6,1.8,48.4,-2.6,2.42,33.5,-17.5,1.86,19.8,-31.2,1.06
Ayo Dosunmu,FG3M,1.5,OVER,32.3,-17.7,0.99,59.6,9.6,1.61,50.0,0.0,1.7,49.9,-0.1,1.58,60.3,10.3,1.85
Donovan Clingan,FG3M,1.5,OVER,67.0,29.5,2.01,80.0,42.6,2.21,59.7,22.3,1.81,41.9,4.5,1.49,39.1,1.7,1.35
Marcus Smart,AST,2.5,OVER,67.1,26.8,3.34,58.7,18.4,2.59,68.7,28.4,3.03,62.1,21.8,2.7,56.4,16.1,2.73
Paolo Banchero,AST,5.5,OVER,91.6,46.5,7.33,55.5,10.5,5.42,44.5,-0.6,5.28,34.5,-10.6,4.9,43.1,-1.9,5.31
Wendell Carter Jr,PTS,9.5,OVER,34.2,-16.3,8.04,19.4,-31.1,6.71,23.2,-27.3,8.23,29.9,-20.6,8.33,46.6,-3.9,10.04
LeBron James,PTS,18.5,OVER,58.3,5.9,20.49,51.7,-0.6,16.5,62.6,10.3,18.76,59.3,6.9,18.69,69.2,16.8,20.82
Desmond Bane,PTS,19.5,OVER,70.1,13.3,28.88,81.9,25.1,28.63,78.6,21.8,25.24,74.1,17.3,23.92,57.3,0.5,21.26
Tristan da Silva,PTS,7.5,OVER,66.8,15.3,10.02,39.6,-11.9,7.58,36.8,-14.8,6.62,32.8,-18.8,6.12,39.8,-11.7,6.7
Moe Wagner,PTS,8.5,OVER,56.0,3.1,9.01,74.0,21.1,10.6,62.8,9.9,9.69,58.8,5.9,9.37,30.3,-22.6,5.22
LeBron James,PR,23.5,OVER,51.1,-3.8,25.9,48.8,-6.2,21.22,56.3,1.4,23.02,58.7,3.7,23.34,66.7,11.7,25.94
Wendell Carter Jr,PR,16.5,OVER,58.3,2.8,18.99,45.8,-9.7,17.21,39.3,-16.2,16.51,35.9,-19.7,15.69,49.9,-5.7,17.37
Desmond Bane,PR,24.5,OVER,68.8,15.9,33.17,79.2,26.3,32.2,69.9,17.0,28.17,62.9,10.0,27.1,52.8,-0.1,25.24
Tristan da Silva,PR,10.5,OVER,99.7,43.2,14.99,61.0,4.5,11.58,42.5,-14.0,9.7,38.0,-18.5,8.92,42.1,-14.4,9.15
Desmond Bane,PRA,27.5,OVER,68.6,13.6,35.35,74.2,19.3,34.58,68.2,13.2,31.05,61.9,6.9,29.86,55.0,0.0,28.57
Wendell Carter Jr,REB,7.5,OVER,89.5,38.5,11.01,87.3,36.3,10.45,55.9,4.9,8.15,42.1,-8.9,7.3,40.1,-10.9,7.15
Desmond Bane,REB,4.5,OVER,36.5,-6.2,4.34,22.0,-20.7,3.61,12.3,-30.5,3.09,16.5,-26.3,3.22,31.3,-11.4,3.95
Austin Reaves,REB,4.5,OVER,71.7,21.2,5.67,42.5,-8.0,3.8,41.4,-9.1,3.41,29.5,-21.0,2.44,14.8,-35.7,1.27
Austin Reaves,RA,8.5,OVER,62.2,5.7,9.01,49.4,-7.1,7.18,37.6,-18.9,6.19,27.1,-29.4,4.41,13.8,-42.7,2.26
Paolo Banchero,RA,13.5,OVER,61.5,11.0,15.97,39.7,-10.8,13.22,40.8,-9.7,12.58,41.4,-9.1,12.52,52.2,1.7,13.78
Marcus Smart,RA,4.5,OVER,60.6,14.3,5.02,56.1,9.8,4.22,57.4,11.1,4.93,48.7,2.4,4.9,58.7,12.4,5.74
Tristan da Silva,FG3M,1.5,OVER,66.8,24.8,2.67,40.7,-1.3,2.01,40.2,-1.8,1.61,35.4,-6.6,1.42,35.2,-6.8,1.24
Desmond Bane,FG3M,2.5,OVER,97.4,46.9,3.99,78.9,28.4,4.4,50.5,0.0,3.45,55.3,4.8,3.23,38.6,-11.9,2.32
Luka Doncic,FG3M,3.5,OVER,62.3,4.1,4.05,36.6,-21.5,2.36,46.5,-11.7,2.64,43.0,-15.1,3.18,43.0,-15.1,3.22
Paolo Banchero,AST,5.5,OVER,91.1,44.4,7.33,54.6,7.9,5.39,44.5,-2.2,5.28,33.5,-13.3,4.87,43.2,-3.6,5.31
Marcus Smart,AST,1.5,OVER,66.2,0.0,3.31,59.9,-6.4,2.58,70.9,4.7,3.02,63.4,-2.8,2.68,64.6,-1.6,2.73
Desmond Bane,PTS,20.5,OVER,68.6,16.5,29.06,79.5,27.4,28.56,75.3,23.2,25.28,67.7,15.6,23.92,52.4,0.3,21.39
LeBron James,PTS,18.5,OVER,56.8,2.2,20.29,52.4,-2.2,16.56,61.5,6.8,18.72,60.0,5.3,18.75,68.1,13.4,20.55
Wendell Carter Jr,PTS,9.5,OVER,33.1,-17.1,7.94,20.0,-30.3,6.79,23.3,-26.9,8.26,29.8,-20.4,8.4,47.0,-3.3,10.09
Moe Wagner,PTS,8.5,OVER,57.0,2.1,9.02,73.5,18.5,10.61,62.3,7.4,9.67,59.2,4.2,9.44,30.8,-24.1,5.27
Tristan da Silva,PTS,7.5,OVER,66.2,14.4,9.97,39.4,-12.4,7.53,36.7,-15.1,6.61,33.8,-18.0,6.21,39.9,-11.9,6.73
Desmond Bane,PR,24.5,OVER,69.9,15.9,33.42,79.1,25.1,32.27,70.7,16.6,28.25,63.1,9.1,27.09,53.4,-0.7,25.28
Wendell Carter Jr,PR,16.5,OVER,57.8,2.2,18.96,45.8,-9.8,17.23,40.0,-15.5,16.49,35.8,-19.8,15.63,49.7,-5.8,17.33
Desmond Bane,PRA,28.5,OVER,67.7,15.9,35.35,71.7,19.9,34.64,63.9,12.0,30.99,56.3,4.4,29.89,50.3,-1.5,28.74
Wendell Carter Jr,REB,7.5,OVER,89.9,39.9,11.01,87.6,37.6,10.39,56.6,6.6,8.23,41.6,-8.4,7.26,40.2,-9.8,7.13
Austin Reaves,REB,4.5,OVER,72.1,19.2,5.7,42.4,-10.5,3.79,40.4,-12.5,3.38,28.6,-24.4,2.4,15.3,-37.6,1.31
Desmond Bane,REB,4.5,OVER,36.6,-8.5,4.33,22.6,-22.4,3.61,12.7,-32.3,3.12,16.5,-28.6,3.21,31.0,-14.1,3.95
Paolo Banchero,RA,13.5,OVER,61.8,9.7,16.06,39.7,-12.4,13.22,41.3,-10.7,12.62,41.2,-10.9,12.45,52.5,0.4,13.85
Austin Reaves,RA,8.5,OVER,62.1,4.6,9.01,50.0,-7.5,7.19,37.6,-19.8,6.14,26.8,-30.6,4.42,13.7,-43.8,2.3
Marcus Smart,RA,4.5,OVER,60.2,13.1,5.02,55.9,8.7,4.19,57.7,10.6,4.92,47.8,0.6,4.86,57.9,10.8,5.67
Luka Doncic,FG3M,3.5,OVER,61.2,4.0,3.95,37.5,-19.6,2.39,46.7,-10.4,2.65,42.2,-14.9,3.11,42.6,-14.6,3.19
Desmond Bane,FG3M,2.5,OVER,97.5,50.6,3.99,78.8,31.9,4.43,50.4,3.5,3.42,56.1,9.2,3.22,38.1,-8.8,2.28
Tristan da Silva,FG3M,1.5,OVER,67.4,27.9,2.69,40.4,0.9,2.01,39.2,-0.3,1.59,36.2,-3.3,1.44,35.7,-3.9,1.24
